date,Daily,Weekly,Monthly
2020-04-16,21.006303701680512,24.172406669728534,31.593953830917727
2020-04-17,21.545636054784882,24.728500352443685,32.26044277958623
2020-04-20,20.6871369907334,23.743178111132785,31.217242686018142
2020-04-21,18.828936092722,21.55146774103738,28.896791195837853
2020-04-22,20.210666363113287,23.28841399975852,30.73576571975595
2020-04-23,19.93516208385228,22.957867863250378,30.385803295204262
2020-04-24,21.11927419716265,24.39163804772201,31.903793174947563
2020-04-27,21.51846677307549,24.852684233878918,32.39641544135471
2020-04-28,20.753978081871235,23.98066022567264,31.46466834923621
2020-04-29,23.01567912516928,26.623852614183058,34.28888740596861
2020-04-30,22.648915688659088,26.223305701322758,33.860907880402216
2020-05-01,20.604125670152456,23.966056952807943,30.803876479729535
2020-05-04,21.153616289366777,24.60520678551359,31.67973575348973
2020-05-05,22.082566808583184,25.667020217266522,33.13479228893006
2020-05-06,22.288564364323392,25.895877092848224,33.44840641598613
2020-05-07,23.451916877642216,27.18036207922119,35.20860102099452
2020-05-08,24.30550974579718,28.091666034240212,36.4574068242268
2020-05-11,24.786043377578867,28.647054110582282,37.14396748075495
2020-05-12,23.17731456799304,26.81175935625026,34.87520942646645
